#separator:tab
#html:true
#columns:Front	Back	Tags	Deck
変	へんです, へんじゃない, へんで, へんだった, へんじゃなかった, Strange; その音は変です。(That sound is strange.)	adjective	Japanese::Adjectives::Tier2_Common
幸せ	しあわせです, しあわせじゃない, しあわせで, しあわせだった, しあわせじゃなかった, Happy; 今、幸せです。(I'm happy now.)	adjective	Japanese::Adjectives::Tier2_Common
楽	らくです, らくじゃない, らくで, らくだった, らくじゃなかった, Easy work; この仕事は楽です。(This job is easy/comfortable.)	adjective	Japanese::Adjectives::Tier2_Common
安全	あんぜんです, あんぜんじゃない, あんぜんで, あんぜんだった, あんぜんじゃなかった, Safe; この道は安全です。(This road is safe.)	adjective	Japanese::Adjectives::Tier2_Common
危険	きけんです, きけんじゃない, きけんで, きけんだった, きけんじゃなかった, Dangerous; この場所は危険です。(This place is dangerous.)	adjective	Japanese::Adjectives::Tier2_Common
不便	ふべんです, ふべんじゃない, ふべんで, ふべんだった, ふべんじゃなかった, Inconvenience; ここは不便です。(This place is inconvenient.)	adjective	Japanese::Adjectives::Tier2_Common
素敵	すてきです, すてきじゃない, すてきで, すてきだった, すてきじゃなかった, Nice; その服は素敵です。(Those clothes are nice.)	adjective	Japanese::Adjectives::Tier2_Common
色々	いろいろです, いろいろじゃない, いろいろで, いろいろだった, いろいろじゃなかった, Various; メニューは色々です。(The menu has various options.)	adjective	Japanese::Adjectives::Tier2_Common
真面目	まじめです, まじめじゃない, まじめで, まじめだった, まじめじゃなかった, Serious; 彼は真面目です。(He is serious/diligent.)	adjective	Japanese::Adjectives::Tier2_Common
危ない	あぶないです, あぶなくない, あぶなくて, あぶなかった, あぶなくなかった, Dangerous; この道は危ないです。(This road is dangerous.)	adjective	Japanese::Adjectives::Tier2_Common
痛い	いたいです, いたくない, いたくて, いたかった, いたくなかった, Painful; 頭が痛いです。(My head hurts.)	adjective	Japanese::Adjectives::Tier2_Common
眠い	ねむいです, ねむくない, ねむくて, ねむかった, ねむくなかった, Sleepy; 今、眠いです。(I'm sleepy now.)	adjective	Japanese::Adjectives::Tier2_Common
冷たい	つめたいです, つめたくない, つめたくて, つめたかった, つめたくなかった, Cold (touch); この水は冷たいです。(This water is cold.)	adjective	Japanese::Adjectives::Tier2_Common
狭い	せまいです, せまくない, せまくて, せまかった, せまくなかった, Narrow; 道が狭いです。(The road is narrow.)	adjective	Japanese::Adjectives::Tier2_Common
欲しい／たい	ほしいです, ほしくない, ほしくて, ほしかった, ほしくなかった, Want; 新しい靴が欲しいです。(I want new shoes.)	adjective	Japanese::Adjectives::Tier2_Common
頭がいい	あたまがいいです, あたまがよくない, あたまがよくて, あたまがよかった, あたまがよくなかった, Smart; 彼女は頭がいいです。(She is smart.)	adjective	Japanese::Adjectives::Tier2_Common
気分がいい	きぶんがいいです, きぶんがよくない, きぶんがよくて, きぶんがよかった, きぶんがよくなかった, Feel good; 今、気分がいいです。(I feel good now.)	adjective	Japanese::Adjectives::Tier2_Common
気分が悪い	きぶんがわるいです, きぶんがわるくない, きぶんがわるくて, きぶんがわるかった, きぶんがわるくなかった, Feel bad; 今、気分が悪いです。(I feel sick now.)	adjective	Japanese::Adjectives::Tier2_Common
都合がいい	つごうがいいです, つごうがよくない, つごうがよくて, つごうがよかった, つごうがよくなかった, Convenient; 明日は都合がいいです。(Tomorrow works for me.)	adjective	Japanese::Adjectives::Tier2_Common
都合が悪い	つごうがわるいです, つごうがわるくない, つごうがわるくて, つごうがわるかった, つごうがわるくなかった, Inconvenient; 今週は都合が悪いです。(This week doesn't work for me.)	adjective	Japanese::Adjectives::Tier2_Common
調子がいい	ちょうしがいいです, ちょうしがよくない, ちょうしがよくて, ちょうしがよかった, ちょうしがよくなかった, Doing well; 今日は調子がいいです。(I'm feeling good today.)	adjective	Japanese::Adjectives::Tier2_Common
調子が悪い	ちょうしがわるいです, ちょうしがわるくない, ちょうしがわるくて, ちょうしがわるかった, ちょうしがわるくなかった, Not doing well; 今日は調子が悪いです。(I'm not feeling well today.)	adjective	Japanese::Adjectives::Tier2_Common
気持ちがいい	きもちがいいです, きもちがよくない, きもちがよくて, きもちがよかった, きもちがよくなかった, Feel good; 風が気持ちがいいです。(The breeze feels good.)	adjective	Japanese::Adjectives::Tier2_Common
気持ちが悪い	きもちがわるいです, きもちがわるくない, きもちがわるくて, きもちがわるかった, きもちがわるくなかった, Feel bad; 気持ちが悪いです。(I feel sick/nauseous.)	adjective	Japanese::Adjectives::Tier2_Common
体にいい	からだにいいです, からだによくない, からだによくて, からだによかった, からだによくなかった, Healthy; 野菜は体にいいです。(Vegetables are good for your health.)	adjective	Japanese::Adjectives::Tier2_Common
汚い	きたないです, きたなくない, きたなくて, きたなかった, きたなくなかった, Dirty; この部屋は汚いです。(This room is dirty.)	adjective	Japanese::Adjectives::Tier2_Common
嬉しい	うれしいです, うれしくない, うれしくて, うれしかった, うれしくなかった, Happy; 会えて嬉しいです。(I'm happy to meet you.)	adjective	Japanese::Adjectives::Tier2_Common
悲しい	かなしいです, かなしくない, かなしくて, かなしかった, かなしくなかった, Sad; その話は悲しいです。(That story is sad.)	adjective	Japanese::Adjectives::Tier2_Common
すごい	すごいです, すごくない, すごくて, すごかった, すごくなかった, Great; その景色はすごいです。(That view is amazing.)	adjective	Japanese::Adjectives::Tier2_Common
正しい	ただしいです, ただしくない, ただしくて, ただしかった, ただしくなかった, Correct; あなたの答えは正しいです。(Your answer is correct.)	adjective	Japanese::Adjectives::Tier2_Common
美しい	うつくしいです, うつくしくない, うつくしくて, うつくしかった, うつくしくなかった, Beautiful; その景色は美しいです。(That view is beautiful.)	adjective	Japanese::Adjectives::Tier2_Common
にぎやか	にぎやかです, にぎやかじゃない, にぎやかで, にぎやかだった, にぎやかじゃなかった, Lively/good noise; この街はにぎやかです。(This town is lively.)	adjective	Japanese::Adjectives::Tier3_LessCommon
ハンサム	ハンサムです, ハンサムじゃない, ハンサムで, ハンサムだった, ハンサムじゃなかった, Handsome; 彼はハンサムです。(He is handsome.)	adjective	Japanese::Adjectives::Tier3_LessCommon
キュート	キュートです, キュートじゃない, キュートで, キュートだった, キュートじゃなかった, Cute; その犬はキュートです。(That dog is cute.)	adjective	Japanese::Adjectives::Tier3_LessCommon
無駄	むだです, むだじゃない, むだで, むだだった, むだじゃなかった, Useless; その努力は無駄です。(That effort is wasted.)	adjective	Japanese::Adjectives::Tier3_LessCommon
熱心	ねっしんです, ねっしんじゃない, ねっしんで, ねっしんだった, ねっしんじゃなかった, Enthusiastic; 彼女は勉強に熱心です。(She is enthusiastic about studying.)	adjective	Japanese::Adjectives::Tier3_LessCommon
楽しみ	たのしみです, たのしみじゃない, たのしみで, たのしみだった, たのしみじゃなかった, Look forward to; 旅行が楽しみです。(I'm looking forward to the trip.)	adjective	Japanese::Adjectives::Tier3_LessCommon
複雑	ふくざつです, ふくざつじゃない, ふくざつで, ふくざつだった, ふくざつじゃなかった, Complicated; この問題は複雑です。(This problem is complicated.)	adjective	Japanese::Adjectives::Tier3_LessCommon
丁寧	ていねいです, ていねいじゃない, ていねいで, ていねいだった, ていねいじゃなかった, Polite; 彼女は丁寧です。(She is polite/courteous.)	adjective	Japanese::Adjectives::Tier3_LessCommon
いや	いやです, いやじゃない, いやで, いやだった, いやじゃなかった, Not like/not want; 行くのはいやです。(I don't want to go.)	adjective	Japanese::Adjectives::Tier3_LessCommon
暇	ひまです, ひまじゃない, ひまで, ひまだった, ひまじゃなかった, Bored/nothing to do; 今日は暇です。(I'm free today.)	adjective	Japanese::Adjectives::Tier3_LessCommon
美味しい	おいしいです, おいしくない, おいしくて, おいしかった, おいしくなかった, Delicious; このラーメンはおいしいです。(This ramen is delicious.)	adjective	Japanese::Adjectives::Tier3_LessCommon
かわいい	かわいいです, かわいくない, かわいくて, かわいかった, かわいくなかった, Cute/Pretty; この犬はかわいいです。(This dog is cute.)	adjective	Japanese::Adjectives::Tier3_LessCommon
低い	ひくいです, ひくくない, ひくくて, ひくかった, ひくくなかった, Low; 天井が低いです。(The ceiling is low.)	adjective	Japanese::Adjectives::Tier3_LessCommon
易しい	やさしいです, やさしくない, やさしくて, やさしかった, やさしくなかった, Easy/Gentle; この問題は易しいです。(This question is easy.)	adjective	Japanese::Adjectives::Tier3_LessCommon
白い	しろいです, しろくない, しろくて, しろかった, しろくなかった, White; 雪は白いです。(Snow is white.)	adjective	Japanese::Adjectives::Tier3_LessCommon
赤い	あかいです, あかくない, あかくて, あかかった, あかくなかった, Red; りんごは赤いです。(The apple is red.)	adjective	Japanese::Adjectives::Tier3_LessCommon
黒い	くろいです, くろくない, くろくて, くろかった, くろくなかった, Black; 猫は黒いです。(The cat is black.)	adjective	Japanese::Adjectives::Tier3_LessCommon
青い	あおいです, あおくない, あおくて, あおかった, あおくなかった, Blue; 空は青いです。(The sky is blue.)	adjective	Japanese::Adjectives::Tier3_LessCommon
暖かい	あたたかいです, あたたかくない, あたたかくて, あたたかかった, あたたかくなかった, Warm; 今日は暖かいです。(Today is warm.)	adjective	Japanese::Adjectives::Tier3_LessCommon
涼しい	すずしいです, すずしくない, すずしくて, すずしかった, すずしくなかった, Cool; 秋は涼しいです。(Autumn is cool.)	adjective	Japanese::Adjectives::Tier3_LessCommon
背が高い	せがたかいです, せがたかくない, せがたかくて, せがたかかった, せがたかくなかった, Tall; 兄は背が高いです。(My brother is tall.)	adjective	Japanese::Adjectives::Tier3_LessCommon
背が低い	せがひくいです, せがひくくない, せがひくくて, せがひくかった, せがひくくなかった, Short; 妹は背が低いです。(My sister is short.)	adjective	Japanese::Adjectives::Tier3_LessCommon
偉い	えらいです, えらくない, えらくて, えらかった, えらくなかった, Great (person); あの先生は偉いです。(That teacher is admirable.)	adjective	Japanese::Adjectives::Tier3_LessCommon
ちょうどいい	ちょうどいいです, ちょうどよくない, ちょうどよくて, ちょうどよかった, ちょうどよくなかった, Just right (size/time); このサイズはちょうどいいです。(This size is just right.)	adjective	Japanese::Adjectives::Tier3_LessCommon
うるさい	うるさいです, うるさくない, うるさくて, うるさかった, うるさくなかった, Noisy; この道はうるさいです。(This street is noisy.)	adjective	Japanese::Adjectives::Tier3_LessCommon
おかしい	おかしいです, おかしくない, おかしくて, おかしかった, おかしくなかった, Strange; その話はおかしいです。(That story is strange.)	adjective	Japanese::Adjectives::Tier3_LessCommon
苦い	にがいです, にがくない, にがくて, にがかった, にがくなかった, Bitter; この薬は苦いです。(This medicine is bitter.)	adjective	Japanese::Adjectives::Tier3_LessCommon
寂しい	さびしいです, さびしくない, さびしくて, さびしかった, さびしくなかった, Lonely; 一人で寂しいです。(I feel lonely by myself.)	adjective	Japanese::Adjectives::Tier3_LessCommon
恥ずかしい	はずかしいです, はずかしくない, はずかしくて, はずかしかった, はずかしくなかった, Embarrassed; 恥ずかしいです。(I'm embarrassed.)	adjective	Japanese::Adjectives::Tier3_LessCommon
固い	かたいです, かたくない, かたくて, かたかった, かたくなかった, Hard; このパンは固いです。(This bread is hard.)	adjective	Japanese::Adjectives::Tier3_LessCommon
柔らかい	やわらかいです, やわらかくない, やわらかくて, やわらかかった, やわらかくなかった, Soft; このソファは柔らかいです。(This sofa is soft.)	adjective	Japanese::Adjectives::Tier3_LessCommon
珍しい	めずらしいです, めずらしくない, めずらしくて, めずらしかった, めずらしくなかった, Rare; この花は珍しいです。(This flower is rare.)	adjective	Japanese::Adjectives::Tier3_LessCommon
うまい	うまいです, うまくない, うまくて, うまかった, うまくなかった, Tasty; この料理はうまいです。(This dish is delicious.)	adjective	Japanese::Adjectives::Tier3_LessCommon
まずい	まずいです, まずくない, まずくて, まずかった, まずくなかった, Not tasty; この料理はまずいです。(This dish tastes bad.)	adjective	Japanese::Adjectives::Tier3_LessCommon
濃い	こいです, こくない, こくて, こかった, こくなかった, Strong flavor; このコーヒーは濃いです。(This coffee is strong.)	adjective	Japanese::Adjectives::Tier3_LessCommon
薄い	うすいです, うすくない, うすくて, うすかった, うすくなかった, Little taste; このスープは薄いです。(This soup is bland.)	adjective	Japanese::Adjectives::Tier3_LessCommon
太い	ふといです, ふとくない, ふとくて, ふとかった, ふとくなかった, Thick; この木は太いです。(This tree is thick.)	adjective	Japanese::Adjectives::Tier3_LessCommon
細い・薄い	ほそいです, ほそくない, ほそくて, ほそかった, ほそくなかった, Thin; この紐は細いです。(This string is thin.)	adjective	Japanese::Adjectives::Tier3_LessCommon
ひどい	ひどいです, ひどくない, ひどくて, ひどかった, ひどくなかった, Awful; その事故はひどいです。(That accident is terrible.)	adjective	Japanese::Adjectives::Tier3_LessCommon
怖い	こわいです, こわくない, こわくて, こわかった, こわくなかった, Scary; この映画は怖いです。(This movie is scary.)	adjective	Japanese::Adjectives::Tier3_LessCommon
厳しい	きびしいです, きびしくない, きびしくて, きびしかった, きびしくなかった, Strict; 先生は厳しいです。(The teacher is strict.)	adjective	Japanese::Adjectives::Tier3_LessCommon
人	ひと / ジン、ニン<br><ruby>日本人<rt>にほんじん</rt></ruby> Japanese person<br><ruby>外国人<rt>がいこくじん</rt></ruby> foreigner<br><ruby>一人<rt>ひとり</rt></ruby> one person/alone<br><ruby>人<rt>ひと</rt></ruby> person	kanji-n5	Japanese::Kanji::N5::Tier1
一	ひと.つ / イチ、イツ<br><ruby>一<rt>いち</rt></ruby> one<br><ruby>一人<rt>ひとり</rt></ruby> one person<br><ruby>一月<rt>いちがつ</rt></ruby> January<br><ruby>一時<rt>いちじ</rt></ruby> one o'clock	kanji-n5	Japanese::Kanji::N5::Tier1
日	ひ、-び、-か / ニチ、ジツ<br><ruby>日曜日<rt>にちようび</rt></ruby> Sunday<br><ruby>今日<rt>きょう</rt></ruby> today<br><ruby>誕生日<rt>たんじょうび</rt></ruby> birthday<br><ruby>毎日<rt>まいにち</rt></ruby> every day	kanji-n5	Japanese::Kanji::N5::Tier1
大	おお.きい、おお- / ダイ、タイ<br><ruby>大きい<rt>おおきい</rt></ruby> big<br><ruby>大学<rt>だいがく</rt></ruby> university<br><ruby>大丈夫<rt>だいじょうぶ</rt></ruby> fine/ok<br><ruby>大好き<rt>だいすき</rt></ruby> love/like a lot	kanji-n5	Japanese::Kanji::N5::Tier1
年	とし / ネン<br><ruby>今年<rt>ことし</rt></ruby> this year<br><ruby>来年<rt>らいねん</rt></ruby> next year<br><ruby>去年<rt>きょねん</rt></ruby> last year<br><ruby>年<rt>とし</rt></ruby> year/age	kanji-n5	Japanese::Kanji::N5::Tier1
出	で.る、だ.す / シュツ、スイ<br><ruby>出ます<rt>でます</rt></ruby> to leave/go out<br><ruby>出口<rt>でぐち</rt></ruby> exit<br><ruby>出張<rt>しゅっちょう</rt></ruby> business trip<br><ruby>思い出す<rt>おもいだす</rt></ruby> to remember	kanji-n5	Japanese::Kanji::N5::Tier1
本	もと / ホン<br><ruby>本<rt>ほん</rt></ruby> book<br><ruby>日本<rt>にほん</rt></ruby> Japan<br><ruby>本当<rt>ほんとう</rt></ruby> really/true<br><ruby>本屋<rt>ほんや</rt></ruby> bookstore	kanji-n5	Japanese::Kanji::N5::Tier1
中	なか / チュウ<br><ruby>中<rt>なか</rt></ruby> inside<br><ruby>中国<rt>ちゅうごく</rt></ruby> China<br><ruby>中学校<rt>ちゅうがっこう</rt></ruby> middle school<br><ruby>一日中<rt>いちにちじゅう</rt></ruby> all day	kanji-n5	Japanese::Kanji::N5::Tier1
子	こ / シ、ス<br><ruby>子供<rt>こども</rt></ruby> child<br><ruby>女の子<rt>おんなのこ</rt></ruby> girl<br><ruby>男の子<rt>おとこのこ</rt></ruby> boy<br><ruby>息子<rt>むすこ</rt></ruby> son	kanji-n5	Japanese::Kanji::N5::Tier1
見	み.る、み.える / ケン<br><ruby>見ます<rt>みます</rt></ruby> to see/watch<br><ruby>見せます<rt>みせます</rt></ruby> to show<br><ruby>花見<rt>はなみ</rt></ruby> flower viewing<br><ruby>見える<rt>みえる</rt></ruby> to be visible	kanji-n5	Japanese::Kanji::N5::Tier1
国	くに / コク<br><ruby>外国<rt>がいこく</rt></ruby> foreign country<br><ruby>国<rt>くに</rt></ruby> country<br><ruby>中国<rt>ちゅうごく</rt></ruby> China<br><ruby>外国人<rt>がいこくじん</rt></ruby> foreigner	kanji-n5	Japanese::Kanji::N5::Tier1
上	うえ、あ.げる、あ.がる、のぼ.る / ジョウ<br><ruby>上<rt>うえ</rt></ruby> above/on<br><ruby>上手<rt>じょうず</rt></ruby> good at<br><ruby>上がる<rt>あがる</rt></ruby> to rise<br><ruby>屋上<rt>おくじょう</rt></ruby> rooftop	kanji-n5	Japanese::Kanji::N5::Tier1
分	わ.ける、わ.かる / ブン、フン、ブ<br><ruby>自分<rt>じぶん</rt></ruby> oneself<br><ruby>半分<rt>はんぶん</rt></ruby> half<br><ruby>十分<rt>じゅっぷん／じゅうぶん</rt></ruby> ten minutes / enough<br><ruby>分かります<rt>わかります</rt></ruby> to understand	kanji-n5	Japanese::Kanji::N5::Tier1
生	い.きる、う.まれる、は.える / セイ、ショウ<br><ruby>学生<rt>がくせい</rt></ruby> student<br><ruby>先生<rt>せんせい</rt></ruby> teacher<br><ruby>誕生日<rt>たんじょうび</rt></ruby> birthday<br><ruby>生まれます<rt>うまれます</rt></ruby> to be born	kanji-n5	Japanese::Kanji::N5::Tier1
行	い.く、おこな.う / コウ、ギョウ、アン<br><ruby>行きます<rt>いきます</rt></ruby> to go<br><ruby>旅行<rt>りょこう</rt></ruby> travel<br><ruby>銀行<rt>ぎんこう</rt></ruby> bank<br><ruby>行く<rt>いく</rt></ruby> to go	kanji-n5	Japanese::Kanji::N5::Tier1
二	ふた、ふた.つ / ニ<br><ruby>二人<rt>ふたり</rt></ruby> two people<br><ruby>二<rt>に</rt></ruby> two<br><ruby>二月<rt>にがつ</rt></ruby> February<br><ruby>二階<rt>にかい</rt></ruby> second floor	kanji-n5	Japanese::Kanji::N5::Tier1
間	あいだ、ま / カン、ケン<br><ruby>時間<rt>じかん</rt></ruby> time<br><ruby>間<rt>あいだ</rt></ruby> between<br><ruby>一週間<rt>いっしゅうかん</rt></ruby> one week<br><ruby>人間<rt>にんげん</rt></ruby> human being	kanji-n5	Japanese::Kanji::N5::Tier1
時	とき / ジ<br><ruby>時間<rt>じかん</rt></ruby> time<br><ruby>何時<rt>なんじ</rt></ruby> what time<br><ruby>時々<rt>ときどき</rt></ruby> sometimes<br><ruby>一時<rt>いちじ</rt></ruby> one o'clock	kanji-n5	Japanese::Kanji::N5::Tier1
気	キ、ケ<br><ruby>元気<rt>げんき</rt></ruby> energetic<br><ruby>天気<rt>てんき</rt></ruby> weather<br><ruby>気をつけます<rt>きをつけます</rt></ruby> to watch out<br><ruby>病気<rt>びょうき</rt></ruby> sickness	kanji-n5	Japanese::Kanji::N5::Tier1
十	とお、と / ジュウ、ジッ<br><ruby>十<rt>じゅう</rt></ruby> ten<br><ruby>十日<rt>とおか</rt></ruby> the 10th day/ten days<br><ruby>十分<rt>じゅうぶん</rt></ruby> enough<br><ruby>三十<rt>さんじゅう</rt></ruby> thirty	kanji-n5	Japanese::Kanji::N5::Tier1
女	おんな、め / ジョ、ニョ<br><ruby>女の子<rt>おんなのこ</rt></ruby> girl<br><ruby>女の人<rt>おんなのひと</rt></ruby> woman<br><ruby>彼女<rt>かのじょ</rt></ruby> she/girlfriend<br><ruby>女性<rt>じょせい</rt></ruby> female/woman	kanji-n5	Japanese::Kanji::N5::Tier1
三	み、みっ.つ / サン<br><ruby>三人<rt>さんにん</rt></ruby> three people<br><ruby>三<rt>さん</rt></ruby> three<br><ruby>三月<rt>さんがつ</rt></ruby> March<br><ruby>三時<rt>さんじ</rt></ruby> three o'clock	kanji-n5	Japanese::Kanji::N5::Tier1
前	まえ / ゼン<br><ruby>名前<rt>なまえ</rt></ruby> name<br><ruby>前<rt>まえ</rt></ruby> before/in front of<br><ruby>午前<rt>ごぜん</rt></ruby> morning/AM<br><ruby>この前<rt>このまえ</rt></ruby> the other day	kanji-n5	Japanese::Kanji::N5::Tier1
入	い.る、はい.る / ニュウ<br><ruby>入ります<rt>はいります</rt></ruby> to enter<br><ruby>入り口<rt>いりぐち</rt></ruby> entrance<br><ruby>入れます<rt>いれます</rt></ruby> to put in<br><ruby>入学<rt>にゅうがく</rt></ruby> school enrollment	kanji-n5	Japanese::Kanji::N5::Tier1
小	ちい.さい、こ- / ショウ<br><ruby>小さい<rt>ちいさい</rt></ruby> small<br><ruby>小学校<rt>しょうがっこう</rt></ruby> elementary school<br><ruby>小説<rt>しょうせつ</rt></ruby> novel<br><ruby>小さな<rt>ちいさな</rt></ruby> small (attributive)	kanji-n5	Japanese::Kanji::N5::Tier1
後	あと、うし.ろ、のち / ゴ、コウ<br><ruby>後ろ<rt>うしろ</rt></ruby> behind<br><ruby>午後<rt>ごご</rt></ruby> afternoon<br><ruby>後で<rt>あとで</rt></ruby> later<br><ruby>最後<rt>さいご</rt></ruby> the last/final	kanji-n5	Japanese::Kanji::N5::Tier1
長	なが.い / チョウ<br><ruby>長い<rt>ながい</rt></ruby> long<br><ruby>社長<rt>しゃちょう</rt></ruby> company president<br><ruby>校長<rt>こうちょう</rt></ruby> principal<br><ruby>長さ<rt>ながさ</rt></ruby> length	kanji-n5	Japanese::Kanji::N5::Tier1
下	した、さ.げる、くだ.る / カ、ゲ<br><ruby>下<rt>した</rt></ruby> under/below<br><ruby>下手<rt>へた</rt></ruby> not good at<br><ruby>地下<rt>ちか</rt></ruby> basement<br><ruby>下さい<rt>ください</rt></ruby> please give me	kanji-n5	Japanese::Kanji::N5::Tier1
学	まな.ぶ / ガク<br><ruby>学校<rt>がっこう</rt></ruby> school<br><ruby>学生<rt>がくせい</rt></ruby> student<br><ruby>大学<rt>だいがく</rt></ruby> university<br><ruby>留学<rt>りゅうがく</rt></ruby> studying abroad	kanji-n5	Japanese::Kanji::N5::Tier1
月	つき / ゲツ、ガツ<br><ruby>今月<rt>こんげつ</rt></ruby> this month<br><ruby>一月<rt>いちがつ</rt></ruby> January<br><ruby>月曜日<rt>げつようび</rt></ruby> Monday<br><ruby>来月<rt>らいげつ</rt></ruby> next month	kanji-n5	Japanese::Kanji::N5::Tier1
何	なに、なん / カ<br><ruby>何<rt>なに／なん</rt></ruby> what<br><ruby>何時<rt>なんじ</rt></ruby> what time<br><ruby>何か<rt>なにか</rt></ruby> something<br><ruby>何人<rt>なんにん</rt></ruby> how many people	kanji-n5	Japanese::Kanji::N5::Tier1
来	く.る、きた.る / ライ<br><ruby>来ます<rt>きます</rt></ruby> to come<br><ruby>来年<rt>らいねん</rt></ruby> next year<br><ruby>来月<rt>らいげつ</rt></ruby> next month<br><ruby>未来<rt>みらい</rt></ruby> future	kanji-n5	Japanese::Kanji::N5::Tier1
話	はな.す、はなし / ワ<br><ruby>電話<rt>でんわ</rt></ruby> telephone<br><ruby>話します<rt>はなします</rt></ruby> to speak<br><ruby>会話<rt>かいわ</rt></ruby> conversation<br><ruby>昔話<rt>むかしばなし</rt></ruby> old tale	kanji-n5	Japanese::Kanji::N5::Tier1
山	やま / サン<br><ruby>山<rt>やま</rt></ruby> mountain<br><ruby>富士山<rt>ふじさん</rt></ruby> Mt. Fuji<br><ruby>登山<rt>とざん</rt></ruby> mountain climbing<br><ruby>火山<rt>かざん</rt></ruby> volcano	kanji-n5	Japanese::Kanji::N5::Tier1
高	たか.い / コウ<br><ruby>高い<rt>たかい</rt></ruby> high/expensive<br><ruby>高校<rt>こうこう</rt></ruby> high school<br><ruby>高校生<rt>こうこうせい</rt></ruby> high school student<br><ruby>背が高い<rt>せがたかい</rt></ruby> tall	kanji-n5	Japanese::Kanji::N5::Tier1
今	いま / コン、キン<br><ruby>今日<rt>きょう</rt></ruby> today<br><ruby>今<rt>いま</rt></ruby> now<br><ruby>今年<rt>ことし</rt></ruby> this year<br><ruby>今週<rt>こんしゅう</rt></ruby> this week	kanji-n5	Japanese::Kanji::N5::Tier1
書	か.く / ショ<br><ruby>辞書<rt>じしょ</rt></ruby> dictionary<br><ruby>書きます<rt>かきます</rt></ruby> to write<br><ruby>図書館<rt>としょかん</rt></ruby> library<br><ruby>教科書<rt>きょうかしょ</rt></ruby> textbook	kanji-n5	Japanese::Kanji::N5::Tier1
五	いつ.つ / ゴ<br><ruby>五人<rt>ごにん</rt></ruby> five people<br><ruby>五<rt>ご</rt></ruby> five<br><ruby>五月<rt>ごがつ</rt></ruby> May<br><ruby>五時<rt>ごじ</rt></ruby> five o'clock	kanji-n5	Japanese::Kanji::N5::Tier1
名	な / メイ、ミョウ<br><ruby>有名<rt>ゆうめい</rt></ruby> famous<br><ruby>名前<rt>なまえ</rt></ruby> name<br><ruby>名字<rt>みょうじ</rt></ruby> surname<br><ruby>名刺<rt>めいし</rt></ruby> business card	kanji-n5	Japanese::Kanji::N5::Tier1
金	かね / キン、コン<br><ruby>お金<rt>おかね</rt></ruby> money<br><ruby>金曜日<rt>きんようび</rt></ruby> Friday<br><ruby>金<rt>きん</rt></ruby> gold<br><ruby>料金<rt>りょうきん</rt></ruby> fee/charge	kanji-n5	Japanese::Kanji::N5::Tier1
男	おとこ / ダン、ナン<br><ruby>男の人<rt>おとこのひと</rt></ruby> man<br><ruby>男の子<rt>おとこのこ</rt></ruby> boy<br><ruby>男性<rt>だんせい</rt></ruby> male/man<br><ruby>長男<rt>ちょうなん</rt></ruby> eldest son	kanji-n5	Japanese::Kanji::N5::Tier2
外	そと、ほか、はず.す / ガイ、ゲ<br><ruby>外国<rt>がいこく</rt></ruby> foreign country<br><ruby>外<rt>そと</rt></ruby> outside<br><ruby>外国人<rt>がいこくじん</rt></ruby> foreigner<br><ruby>外食<rt>がいしょく</rt></ruby> eating out	kanji-n5	Japanese::Kanji::N5::Tier2
四	よ、よ.つ、よん / シ<br><ruby>四人<rt>よにん</rt></ruby> four people<br><ruby>四<rt>し／よん</rt></ruby> four<br><ruby>四月<rt>しがつ</rt></ruby> April<br><ruby>四時<rt>よじ</rt></ruby> four o'clock	kanji-n5	Japanese::Kanji::N5::Tier2
先	さき / セン<br><ruby>先生<rt>せんせい</rt></ruby> teacher<br><ruby>先週<rt>せんしゅう</rt></ruby> last week<br><ruby>先月<rt>せんげつ</rt></ruby> last month<br><ruby>先に<rt>さきに</rt></ruby> ahead/first	kanji-n5	Japanese::Kanji::N5::Tier2
川	かわ / セン<br><ruby>川<rt>かわ</rt></ruby> river<br><ruby>小川<rt>おがわ</rt></ruby> stream	kanji-n5	Japanese::Kanji::N5::Tier2
東	ひがし / トウ<br><ruby>東京<rt>とうきょう</rt></ruby> Tokyo<br><ruby>東<rt>ひがし</rt></ruby> east<br><ruby>東口<rt>ひがしぐち</rt></ruby> east exit	kanji-n5	Japanese::Kanji::N5::Tier2
聞	き.く / ブン、モン<br><ruby>聞きます<rt>ききます</rt></ruby> to listen/ask<br><ruby>新聞<rt>しんぶん</rt></ruby> newspaper<br><ruby>聞こえます<rt>きこえます</rt></ruby> to be audible	kanji-n5	Japanese::Kanji::N5::Tier2
語	かた.る / ゴ<br><ruby>日本語<rt>にほんご</rt></ruby> Japanese language<br><ruby>英語<rt>えいご</rt></ruby> English language<br><ruby>単語<rt>たんご</rt></ruby> vocabulary word<br><ruby>語学<rt>ごがく</rt></ruby> language study	kanji-n5	Japanese::Kanji::N5::Tier2
九	ここの.つ / キュウ、ク<br><ruby>九時<rt>くじ</rt></ruby> nine o'clock<br><ruby>九<rt>きゅう／く</rt></ruby> nine<br><ruby>九月<rt>くがつ</rt></ruby> September<br><ruby>九人<rt>きゅうにん</rt></ruby> nine people	kanji-n5	Japanese::Kanji::N5::Tier2
