#separator:tab
#html:true
#columns:Front	Back
秋	あき / シュウ<br><ruby>秋<rt>あき</rt></ruby> autumn (season)
堂	ドウ<br><ruby>食堂<rt>しょくどう</rt></ruby> dining hall/cafeteria
週	シュウ<br><ruby>今週<rt>こんしゅう</rt></ruby> this week<br><ruby>来週<rt>らいしゅう</rt></ruby> next week<br><ruby>先週<rt>せんしゅう</rt></ruby> last week<br><ruby>週末<rt>しゅうまつ</rt></ruby> weekend
習	なら.う / シュウ<br><ruby>習います<rt>ならいます</rt></ruby> to learn<br><ruby>練習します<rt>れんしゅうします</rt></ruby> to practice
試	こころ.みる、ため.す / シ<br><ruby>試験<rt>しけん</rt></ruby> exam<br><ruby>試します<rt>ためします</rt></ruby> to try (something)
夏	なつ / カ、ゲ<br><ruby>夏<rt>なつ</rt></ruby> summer<br><ruby>夏休み<rt>なつやすみ</rt></ruby> summer vacation
弟	おとうと / テイ、ダイ<br><ruby>弟<rt>おとうと</rt></ruby> younger brother
鳥	とり / チョウ<br><ruby>鳥<rt>とり</rt></ruby> bird<br><ruby>焼き鳥<rt>やきとり</rt></ruby> grilled chicken skewers
犬	いぬ / ケン<br><ruby>犬<rt>いぬ</rt></ruby> dog
夕	ゆう / セキ<br><ruby>夕方<rt>ゆうがた</rt></ruby> evening<br><ruby>夕飯<rt>ゆうはん</rt></ruby> dinner
魚	さかな、うお / ギョ<br><ruby>魚<rt>さかな</rt></ruby> fish<br><ruby>魚屋<rt>さかなや</rt></ruby> fish shop
借	か.りる / シャク<br><ruby>借ります<rt>かります</rt></ruby> to borrow
飯	めし / ハン<br><ruby>ご飯<rt>ごはん</rt></ruby> rice/meal<br><ruby>朝ご飯<rt>あさごはん</rt></ruby> breakfast<br><ruby>夕飯<rt>ゆうはん</rt></ruby> dinner
駅	エキ<br><ruby>駅<rt>えき</rt></ruby> (train) station
昼	ひる / チュウ<br><ruby>昼<rt>ひる</rt></ruby> noon/daytime<br><ruby>昼ご飯<rt>ひるごはん</rt></ruby> lunch<br><ruby>昼休み<rt>ひるやすみ</rt></ruby> lunch break
冬	ふゆ / トウ<br><ruby>冬<rt>ふゆ</rt></ruby> winter
姉	あね / シ<br><ruby>姉<rt>あね</rt></ruby> older sister
曜	ヨウ<br><ruby>曜日<rt>ようび</rt></ruby> day of the week<br><ruby>何曜日<rt>なんようび</rt></ruby> what day of the week
漢	カン<br><ruby>漢字<rt>かんじ</rt></ruby> kanji (Chinese character)
牛	うし / ギュウ<br><ruby>牛肉<rt>ぎゅうにく</rt></ruby> beef<br><ruby>牛乳<rt>ぎゅうにゅう</rt></ruby> milk
妹	いもうと / マイ<br><ruby>妹<rt>いもうと</rt></ruby> younger sister
貸	か.す / タイ<br><ruby>貸します<rt>かします</rt></ruby> to lend
勉	ベン<br><ruby>勉強します<rt>べんきょうします</rt></ruby> to study
